date,year,month,quarter,region,product_line,units_sold,unit_price,discount_rate,marketing_spend,revenue
2016-03-01,2016,3,Q1,East,Data,769,153.25,0.0537,13831.1,111525.36
2016-03-01,2016,3,Q1,West,Cloud,936,166.65,0.0372,12259.3,150184.7
2016-03-01,2016,3,Q1,West,AI,800,191.86,0.0302,12002.87,148857.06
2016-03-01,2016,3,Q1,West,Security,900,144.42,0.053,11790.04,123093.86
2016-03-01,2016,3,Q1,West,Data,818,157.11,0.0582,13869.6,121037.31
2016-04-01,2016,4,Q2,North,Cloud,886,164.52,0.059,13834.25,137167.93
2016-04-01,2016,4,Q2,North,AI,713,193.1,0.0543,11176.87,130199.98
2016-04-01,2016,4,Q2,North,Security,995,150.3,0.0493,16448.41,142178.25
2016-04-01,2016,4,Q2,North,Data,799,152.07,0.0413,11565.1,116488.34
2016-04-01,2016,4,Q2,South,Cloud,791,159.86,0.0416,12164.14,121185.31
2016-04-01,2016,4,Q2,South,AI,679,184.08,0.0486,12028.09,118920.39
2016-04-01,2016,4,Q2,South,Security,960,139.23,0.0449,11931.63,127653.85
2016-04-01,2016,4,Q2,South,Data,812,159.35,0.0434,10590.46,123776.79
2016-04-01,2016,4,Q2,East,Cloud,875,167.25,0.0386,10925.57,140685.44
2016-04-01,2016,4,Q2,East,AI,773,184.77,0.0323,10958.22,138216.92
2016-04-01,2016,4,Q2,East,Security,1014,148.73,0.0586,17205.71,141977.65
2016-04-01,2016,4,Q2,East,Data,792,158.18,0.0584,9853.12,117954.74
2016-04-01,2016,4,Q2,West,Cloud,923,174.73,0.0306,13843.53,156344.36
2016-04-01,2016,4,Q2,West,AI,816,192.94,0.0473,13208.74,149990.32
2016-04-01,2016,4,Q2,West,Security,906,148.77,0.0596,15060.75,126756.69
2016-04-01,2016,4,Q2,West,Data,846,160.23,0.0372,10646.24,130518.17
2016-05-01,2016,5,Q2,North,Cloud,862,161.45,0.0542,11518.77,131629.15
2016-05-01,2016,5,Q2,North,AI,737,193.26,0.0303,11538.7,138118.68
2016-05-01,2016,5,Q2,North,Security,974,140.66,0.0504,12985.8,130099.71
2016-05-01,2016,5,Q2,North,Data,987,159.37,0.0538,16269.92,148835
2016-05-01,2016,5,Q2,South,Cloud,878,158.06,0.0489,15405.31,131990.84
2016-05-01,2016,5,Q2,South,AI,722,189.72,0.0363,11134.57,132011.38
2016-05-01,2016,5,Q2,South,Security,837,141.1,0.0556,12941.21,111542.99
2016-05-01,2016,5,Q2,South,Data,748,153.39,0.0546,11075.06,108479.18
2016-05-01,2016,5,Q2,East,Cloud,862,169,0.059,14644.8,137087.95
2016-05-01,2016,5,Q2,East,AI,801,191.3,0.0499,13603.61,145580.96
2016-05-01,2016,5,Q2,East,Security,958,144.21,0.0363,12453.66,133135.47
2016-05-01,2016,5,Q2,East,Data,838,155.78,0.0457,12577.57,124585.66
2016-05-01,2016,5,Q2,West,Cloud,960,166.59,0.0367,11816.21,154051.29
2016-05-01,2016,5,Q2,West,AI,770,197.14,0.0553,9531.26,143405.03
2016-05-01,2016,5,Q2,West,Security,1005,149.66,0.0376,13246.45,144754.34
2016-05-01,2016,5,Q2,West,Data,944,159.79,0.0452,14477.64,144019.78
2016-06-01,2016,6,Q2,North,Cloud,1058,165.1,0.0409,16994.86,167530.97
2016-06-01,2016,6,Q2,North,AI,835,185.86,0.0458,14299.49,148082.76
2016-06-01,2016,6,Q2,North,Security,965,145.13,0.0337,14159.26,135329.95
2016-06-01,2016,6,Q2,North,Data,849,150.11,0.0541,14109.33,120555.66
2016-06-01,2016,6,Q2,South,Cloud,861,161.56,0.0579,11452.82,131053.84
2016-06-01,2016,6,Q2,South,AI,750,186.41,0.0537,10582.27,132303.01
2016-06-01,2016,6,Q2,South,Security,941,145.25,0.0467,13756.03,130301.83
2016-06-01,2016,6,Q2,South,Data,728,154.88,0.0588,9102.83,106120.21
2016-06-01,2016,6,Q2,East,Cloud,973,165.65,0.0541,13005.64,152454.71
2016-06-01,2016,6,Q2,East,AI,650,183.06,0.0346,9563.8,114867.23
2016-06-01,2016,6,Q2,East,Security,1069,144.64,0.0565,13952.93,145882.53
2016-06-01,2016,6,Q2,East,Data,892,158.82,0.054,15554.81,134011.23
2016-06-01,2016,6,Q2,West,Cloud,954,172.47,0.0427,15017.62,157515.48
2016-06-01,2016,6,Q2,West,AI,790,191.39,0.0561,11915.95,142711.65
2016-06-01,2016,6,Q2,West,Security,1021,149.84,0.0394,13302.73,146961.18
2016-06-01,2016,6,Q2,West,Data,981,158.88,0.0344,16960.65,150489.25
2016-07-01,2016,7,Q3,North,Cloud,907,172.29,0.0356,11866.96,150704.35
2016-07-01,2016,7,Q3,North,AI,845,188.05,0.0346,12248.31,153405.83
2016-07-01,2016,7,Q3,North,Security,1012,140.84,0.0527,18096.78,135022.83
2016-07-01,2016,7,Q3,North,Data,843,151.79,0.0506,11635.47,121488.73
2016-07-01,2016,7,Q3,South,Cloud,676,164.11,0.0486,7525.13,105543.9
2016-07-01,2016,7,Q3,South,AI,654,185.78,0.0571,8458.28,114563.51
2016-07-01,2016,7,Q3,South,Security,801,145.74,0.0583,8962.65,109933.36
2016-07-01,2016,7,Q3,South,Data,730,151.31,0.0557,11205.79,104299.16
2016-07-01,2016,7,Q3,East,Cloud,843,163.68,0.0482,14898.65,131329.19
2016-07-01,2016,7,Q3,East,AI,813,193.55,0.0516,10627.37,149229.58
2016-07-01,2016,7,Q3,East,Security,843,139.27,0.0537,11841.07,111092.63
2016-07-01,2016,7,Q3,East,Data,729,150.14,0.0322,12521.38,105928.38
2016-07-01,2016,7,Q3,West,Cloud,913,166.15,0.0463,11172.36,144667.38
2016-07-01,2016,7,Q3,West,AI,745,197.73,0.0443,11415.41,140777.28
2016-07-01,2016,7,Q3,West,Security,977,152.18,0.0388,13190.86,142902.91
2016-07-01,2016,7,Q3,West,Data,985,151.74,0.0322,15351.72,144645.31
2016-08-01,2016,8,Q3,North,Cloud,892,164.72,0.0366,15198.51,141545.2
2016-08-01,2016,8,Q3,North,AI,841,194.35,0.0478,10116.73,155645.19
2016-08-01,2016,8,Q3,North,Security,1027,144.59,0.0561,17360.88,140167.98
2016-08-01,2016,8,Q3,North,Data,836,153.36,0.0326,9872.05,124023.12
2016-08-01,2016,8,Q3,South,Cloud,781,168.33,0.0353,11325.42,126832.39
2016-08-01,2016,8,Q3,South,AI,671,180.06,0.0355,9185.18,116530.9
2016-08-01,2016,8,Q3,South,Security,801,142.48,0.0412,9198.6,109427.41
2016-08-01,2016,8,Q3,South,Data,711,151.65,0.0448,9102.05,102992.38
2016-08-01,2016,8,Q3,East,Cloud,826,166.22,0.0569,13112.14,129490.38
2016-08-01,2016,8,Q3,East,AI,641,190.32,0.0438,10032.58,116653.96
2016-08-01,2016,8,Q3,East,Security,992,141.67,0.0565,14353.57,132601.91
2016-08-01,2016,8,Q3,East,Data,756,153.97,0.0533,9981.51,110199.77
2016-08-01,2016,8,Q3,West,Cloud,979,167.12,0.0561,16631,154430.33
2016-08-01,2016,8,Q3,West,AI,749,197.3,0.0571,10671.6,139346.86
2016-08-01,2016,8,Q3,West,Security,978,148.57,0.0391,13867.87,139627.69
2016-08-01,2016,8,Q3,West,Data,933,162.92,0.0469,13735.64,144872.23
2016-09-01,2016,9,Q3,North,Cloud,1007,162.09,0.0571,13054.11,153903.75
2016-09-01,2016,9,Q3,North,AI,722,192.98,0.0443,9224.89,133166.92
2016-09-01,2016,9,Q3,North,Security,965,144.7,0.0489,11390.31,132802.22
2016-09-01,2016,9,Q3,North,Data,848,149.09,0.051,15099.28,119980.99
2016-09-01,2016,9,Q3,South,Cloud,834,161.11,0.03,9534.71,130331.08
2016-09-01,2016,9,Q3,South,AI,746,182.1,0.0412,10951.62,130248.92
2016-09-01,2016,9,Q3,South,Security,846,139.79,0.0466,14949.5,112744.61
2016-09-01,2016,9,Q3,South,Data,826,146.43,0.043,10507.71,115749.76
2016-09-01,2016,9,Q3,East,Cloud,925,168.69,0.0436,15758.83,149234.09
2016-09-01,2016,9,Q3,East,AI,727,188.29,0.0382,12796.43,131654.19
2016-09-01,2016,9,Q3,East,Security,984,150.92,0.0468,11941.19,141547.93
2016-09-01,2016,9,Q3,East,Data,841,156.14,0.0483,13889.19,124975.44
2016-09-01,2016,9,Q3,West,Cloud,1005,171.79,0.0356,11135.08,166501.8
2016-09-01,2016,9,Q3,West,AI,894,192.26,0.0568,10377.16,162124.51
2016-09-01,2016,9,Q3,West,Security,1067,142.46,0.0378,16096.01,146259.89
2016-09-01,2016,9,Q3,West,Data,946,161.89,0.0486,15777.79,145705.85
2016-10-01,2016,10,Q4,North,Cloud,1040,164,0.0564,12916.03,160944.19
2016-10-01,2016,10,Q4,North,AI,843,194.07,0.0412,12512.5,156860.35
2016-10-01,2016,10,Q4,North,Security,1090,142.83,0.0371,12920.86,149912.63
2016-10-01,2016,10,Q4,North,Data,918,153.55,0.0333,12022.01,136262.78
2016-10-01,2016,10,Q4,South,Cloud,895,160.17,0.0507,11713.67,136094.87
2016-10-01,2016,10,Q4,South,AI,717,182.48,0.0344,10874.54,126333.71
2016-10-01,2016,10,Q4,South,Security,947,141.73,0.0553,13631.33,126801.97
2016-10-01,2016,10,Q4,South,Data,843,154.64,0.0488,12481.47,124002.44
2016-10-01,2016,10,Q4,East,Cloud,818,165.5,0.0337,12305.3,130819.21
2016-10-01,2016,10,Q4,East,AI,796,189.22,0.0307,14155.47,145988.5
2016-10-01,2016,10,Q4,East,Security,1138,145.09,0.0483,13322.8,157139.81
2016-10-01,2016,10,Q4,East,Data,854,152.27,0.0434,15033.96,124388.87
2016-10-01,2016,10,Q4,West,Cloud,1052,169.1,0.0399,15657.39,170794.42
2016-10-01,2016,10,Q4,West,AI,876,188.4,0.0434,11825.74,157883.87
2016-10-01,2016,10,Q4,West,Security,1184,141.85,0.0443,19963.5,160502.57
2016-10-01,2016,10,Q4,West,Data,1025,158.83,0.0496,17652.78,154718.01
2016-11-01,2016,11,Q4,North,Cloud,1057,168.76,0.0536,12680.56,168826.34
2016-11-01,2016,11,Q4,North,AI,868,188.96,0.0643,11413.75,153472.88
2016-11-01,2016,11,Q4,North,Security,1100,148.64,0.0495,12894.27,155406.93
2016-11-01,2016,11,Q4,North,Data,1050,156.39,0.0431,18305.2,157131.45
2016-11-01,2016,11,Q4,South,Cloud,949,161.05,0.0516,12162.38,144939.96
2016-11-01,2016,11,Q4,South,AI,834,183.52,0.0644,9895.48,143193.43
2016-11-01,2016,11,Q4,South,Security,1035,142.54,0.0427,15739.9,141233.44
2016-11-01,2016,11,Q4,South,Data,834,152.85,0.0493,13691.71,121191.68
2016-11-01,2016,11,Q4,East,Cloud,1002,166.07,0.0592,17158.9,156560.79
2016-11-01,2016,11,Q4,East,AI,960,197.16,0.043,16305.58,181136.83
2016-11-01,2016,11,Q4,East,Security,1086,152.49,0.0634,13044.01,155104.45
2016-11-01,2016,11,Q4,East,Data,938,153.04,0.0478,11922.89,136686.97
2016-11-01,2016,11,Q4,West,Cloud,1086,174.09,0.0477,19007.98,180032.5
2016-11-01,2016,11,Q4,West,AI,990,191.69,0.0452,12886.06,181192.06
2016-11-01,2016,11,Q4,West,Security,1127,148.76,0.0698,19035.88,155949.16
2016-11-01,2016,11,Q4,West,Data,956,158.57,0.0405,15487.18,145445.82
2016-12-01,2016,12,Q4,North,Cloud,1178,172.44,0.058,16248.4,191348.05
2016-12-01,2016,12,Q4,North,AI,948,193.23,0.0667,11272.14,170961.96
2016-12-01,2016,12,Q4,North,Security,1183,145.09,0.0652,14741.55,160444.05
2016-12-01,2016,12,Q4,North,Data,975,155.6,0.0453,16347.11,144831.08
2016-12-01,2016,12,Q4,South,Cloud,1020,161.78,0.0627,11516.57,154680.72
2016-12-01,2016,12,Q4,South,AI,815,183.71,0.07,9875.31,139247.79
2016-12-01,2016,12,Q4,South,Security,1146,143.96,0.0562,13147.29,155719.28
2016-12-01,2016,12,Q4,South,Data,910,152.48,0.0518,14642.87,131572.27
2016-12-01,2016,12,Q4,East,Cloud,1086,164.14,0.0539,16674.55,168655.54
2016-12-01,2016,12,Q4,East,AI,959,190.29,0.0471,11183.07,173889.14
2016-12-01,2016,12,Q4,East,Security,1108,144.99,0.0692,13765.91,149528.76
2016-12-01,2016,12,Q4,East,Data,1081,158.77,0.0522,19223.05,162678.27
2016-12-01,2016,12,Q4,West,Cloud,1158,161.78,0.0426,19935.05,179352.65
2016-12-01,2016,12,Q4,West,AI,882,191.74,0.0624,12680.69,158554.49
2016-12-01,2016,12,Q4,West,Security,1364,145.57,0.0586,22714.39,186923.12
2016-12-01,2016,12,Q4,West,Data,1171,153.79,0.046,20520.23,171812.21
2017-01-01,2017,1,Q1,North,Cloud,844,175.17,0.0357,10280.32,142559.23
2017-01-01,2017,1,Q1,North,AI,745,194.31,0.0562,11125.49,136618.87
2017-01-01,2017,1,Q1,North,Security,926,148.57,0.055,15989.56,130009.27
2017-01-01,2017,1,Q1,North,Data,792,155.11,0.0541,10863.43,116205.74
2017-01-01,2017,1,Q1,South,Cloud,786,163.28,0.0327,14360.31,124136.83
2017-01-01,2017,1,Q1,South,AI,612,192.56,0.0321,7279.49,114058.18
2017-01-01,2017,1,Q1,South,Security,775,148.83,0.0418,9282.98,110516.38
2017-01-01,2017,1,Q1,South,Data,657,149.87,0.0479,11727.25,93749.42
2017-01-01,2017,1,Q1,East,Cloud,794,177.57,0.0486,11753.01,134137.01
2017-01-01,2017,1,Q1,East,AI,719,197.93,0.0355,11509.85,137255.52
2017-01-01,2017,1,Q1,East,Security,848,147.54,0.0382,14346.23,120336.08
2017-01-01,2017,1,Q1,East,Data,792,161.72,0.0385,12336.32,123157.55
2017-01-01,2017,1,Q1,West,Cloud,845,172.8,0.0592,14267.59,137367.07
2017-01-01,2017,1,Q1,West,AI,857,201.15,0.033,11349.93,166706.39
2017-01-01,2017,1,Q1,West,Security,975,152.08,0.0549,12299.28,140141.76
2017-01-01,2017,1,Q1,West,Data,859,165.92,0.04,11150.78,136828.81
2017-02-01,2017,2,Q1,North,Cloud,878,166.44,0.0514,14350.77,138618.6
2017-02-01,2017,2,Q1,North,AI,733,197.83,0.0583,12929.57,136555.07
2017-02-01,2017,2,Q1,North,Security,946,149.9,0.0414,11074.9,135938.91
2017-02-01,2017,2,Q1,North,Data,897,164.27,0.0372,13692.15,141867.97
2017-02-01,2017,2,Q1,South,Cloud,847,164.07,0.0581,10043.11,130899.26
2017-02-01,2017,2,Q1,South,AI,710,184.88,0.036,11322.87,126539.81
2017-02-01,2017,2,Q1,South,Security,918,147.06,0.0385,12120.51,129804.08
2017-02-01,2017,2,Q1,South,Data,761,151.22,0.0309,11879.03,111518.2
2017-02-01,2017,2,Q1,East,Cloud,882,165.43,0.0529,15223.86,138188.71
2017-02-01,2017,2,Q1,East,AI,799,188.6,0.0543,9193.12,142512.83
2017-02-01,2017,2,Q1,East,Security,829,149.96,0.0585,11906.61,117049.64
2017-02-01,2017,2,Q1,East,Data,823,159.57,0.0554,9964.13,124046.84
2017-02-01,2017,2,Q1,West,Cloud,973,175.42,0.0498,17114.5,162180.12
2017-02-01,2017,2,Q1,West,AI,827,198.11,0.0452,10994.83,156429.32
2017-02-01,2017,2,Q1,West,Security,1026,149.66,0.0433,12417.74,146910.42
2017-02-01,2017,2,Q1,West,Data,898,162.91,0.0492,10212.71,139089.74
2017-03-01,2017,3,Q1,North,Cloud,946,168.11,0.0597,13597.89,149541.25
2017-03-01,2017,3,Q1,North,AI,861,199.48,0.0382,12453.6,165196.43
2017-03-01,2017,3,Q1,North,Security,923,146.11,0.0508,12571.22,128014.97
2017-03-01,2017,3,Q1,North,Data,935,153.53,0.0429,15817.81,137394.78
2017-03-01,2017,3,Q1,South,Cloud,828,166.86,0.0461,10400.2,131793.93
2017-03-01,2017,3,Q1,South,AI,641,191.27,0.0313,8288.36,118774.32
2017-03-01,2017,3,Q1,South,Security,941,148.06,0.0536,13540.78,131864.33
2017-03-01,2017,3,Q1,South,Data,788,152.94,0.054,11368.08,114005.66
2017-03-01,2017,3,Q1,East,Cloud,853,169.05,0.0574,14511.93,135924.98
2017-03-01,2017,3,Q1,East,AI,769,192.77,0.0441,14058.54,141710.39
2017-03-01,2017,3,Q1,East,Security,966,146.65,0.0421,17819.56,135695.02
2017-03-01,2017,3,Q1,East,Data,890,157.01,0.0456,11441.27,133365.65
2017-03-01,2017,3,Q1,West,Cloud,1080,171.41,0.0338,16032.3,178872.86
2017-03-01,2017,3,Q1,West,AI,878,195.94,0.0553,13153.83,162520.35
2017-03-01,2017,3,Q1,West,Security,993,150.89,0.0401,12370.89,143833.1
2017-03-01,2017,3,Q1,West,Data,847,165.12,0.0594,10561.34,131545.52
2017-04-01,2017,4,Q2,North,Cloud,927,164.89,0.0431,12286.77,146261.24
2017-04-01,2017,4,Q2,North,AI,888,189.9,0.034,12900.65,162893.42
2017-04-01,2017,4,Q2,North,Security,1056,152.92,0.0513,16674.23,153203.7
2017-04-01,2017,4,Q2,North,Data,916,158,0.0413,11214.36,138747.53
2017-04-01,2017,4,Q2,South,Cloud,859,167.63,0.0453,10625.37,137466.1
2017-04-01,2017,4,Q2,South,AI,707,183.07,0.0448,11249.38,123629.34
2017-04-01,2017,4,Q2,South,Security,905,142.95,0.0517,16427.97,122682.46
2017-04-01,2017,4,Q2,South,Data,767,154.15,0.043,8699.49,113150.08
2017-04-01,2017,4,Q2,East,Cloud,952,166.71,0.0307,13725.16,153837.82
2017-04-01,2017,4,Q2,East,AI,784,193.14,0.0462,9083.47,144430.48
2017-04-01,2017,4,Q2,East,Security,883,143.65,0.0469,16235.69,120899.83
2017-04-01,2017,4,Q2,East,Data,904,159.67,0.0406,15154.91,138477.92
2017-04-01,2017,4,Q2,West,Cloud,1012,172.54,0.0397,13058.32,167682.31
2017-04-01,2017,4,Q2,West,AI,845,196.88,0.0505,14214.08,157958.6
2017-04-01,2017,4,Q2,West,Security,1195,152.64,0.0366,14769.38,175721.74
2017-04-01,2017,4,Q2,West,Data,1023,163.93,0.0509,14678.93,159161.98
2017-05-01,2017,5,Q2,North,Cloud,1121,168.24,0.0491,14310.3,179342.48
2017-05-01,2017,5,Q2,North,AI,915,191.96,0.0463,16385.43,167517.81
2017-05-01,2017,5,Q2,North,Security,1094,150.65,0.0411,13607.59,158047.52
2017-05-01,2017,5,Q2,North,Data,841,151.14,0.0556,14079.03,120038.88
2017-05-01,2017,5,Q2,South,Cloud,879,163.31,0.0331,13030.32,138799.64
2017-05-01,2017,5,Q2,South,AI,787,188.13,0.0317,11843.35,143373
2017-05-01,2017,5,Q2,South,Security,889,143.23,0.0446,15080.54,121651.66
2017-05-01,2017,5,Q2,South,Data,802,152.38,0.0564,12911.88,115313.52
2017-05-01,2017,5,Q2,East,Cloud,908,165.61,0.0429,14494.04,143917.8
2017-05-01,2017,5,Q2,East,AI,819,199.25,0.0405,11535.5,156577.67
2017-05-01,2017,5,Q2,East,Security,915,148.05,0.0443,10997.82,129464.54
2017-05-01,2017,5,Q2,East,Data,1019,158.24,0.0367,13151.42,155336.53
2017-05-01,2017,5,Q2,West,Cloud,1143,169.19,0.041,19917.62,185462.89
2017-05-01,2017,5,Q2,West,AI,865,204.62,0.0316,12624.74,171394.48
2017-05-01,2017,5,Q2,West,Security,1207,151.37,0.0428,21388.89,174870.97
2017-05-01,2017,5,Q2,West,Data,1016,155.8,0.0557,17719.97,149482.92
2017-06-01,2017,6,Q2,North,Cloud,1079,162.19,0.0583,17638.75,164797.17
2017-06-01,2017,6,Q2,North,AI,915,194.5,0.0428,12700.84,170347.9
2017-06-01,2017,6,Q2,North,Security,1069,149.3,0.0412,12289.97,153023.51
2017-06-01,2017,6,Q2,North,Data,948,164.08,0.0521,13802.51,147435.79
2017-06-01,2017,6,Q2,South,Cloud,999,162.68,0.0561,14014.76,153408.34
2017-06-01,2017,6,Q2,South,AI,844,188.22,0.0447,10071.2,151763.76
2017-06-01,2017,6,Q2,South,Security,1032,145.85,0.0512,13309.39,142806.56
2017-06-01,2017,6,Q2,South,Data,948,155.25,0.032,13034.18,142465.4
2017-06-01,2017,6,Q2,East,Cloud,1086,166.27,0.0321,16012.14,174778.74
2017-06-01,2017,6,Q2,East,AI,834,191.58,0.0539,15253.19,151169.31
2017-06-01,2017,6,Q2,East,Security,1029,144.38,0.0471,15188.42,141559.07
2017-06-01,2017,6,Q2,East,Data,905,157.78,0.0585,11875.67,134434.52
2017-06-01,2017,6,Q2,West,Cloud,1129,168.94,0.0304,19653.73,184939.88
2017-06-01,2017,6,Q2,West,AI,894,197.53,0.0546,16434.47,166956.75
2017-06-01,2017,6,Q2,West,Security,1085,150.21,0.0439,13740.74,155822.72
2017-06-01,2017,6,Q2,West,Data,1092,159.22,0.055,19580.39,164310.67
2017-07-01,2017,7,Q3,North,Cloud,1019,162.11,0.058,12088.34,155610.32
2017-07-01,2017,7,Q3,North,AI,756,193.04,0.0588,13274.45,137358.29
2017-07-01,2017,7,Q3,North,Security,1120,145.95,0.0437,15389.49,156329.81
2017-07-01,2017,7,Q3,North,Data,1023,152.33,0.0382,16130.27,149879.31
2017-07-01,2017,7,Q3,South,Cloud,910,163.35,0.0389,16099.87,142860.26
2017-07-01,2017,7,Q3,South,AI,775,193.72,0.0347,11393.89,144918.59
2017-07-01,2017,7,Q3,South,Security,938,142.09,0.0419,17173.75,127692.65
2017-07-01,2017,7,Q3,South,Data,876,158.11,0.0395,12336.34,133028.6
2017-07-01,2017,7,Q3,East,Cloud,963,165.94,0.0333,16384.12,154485.53
2017-07-01,2017,7,Q3,East,AI,841,189.37,0.052,10106.01,150971.56
2017-07-01,2017,7,Q3,East,Security,1005,152.31,0.0388,16607.76,147133.62
2017-07-01,2017,7,Q3,East,Data,994,159.47,0.047,17558.64,151064.52
2017-07-01,2017,7,Q3,West,Cloud,909,171.99,0.0324,15055.25,151276.45
2017-07-01,2017,7,Q3,West,AI,913,195.8,0.0553,12738.19,168879.98
2017-07-01,2017,7,Q3,West,Security,1153,145.05,0.0544,20344.35,158144.74
2017-07-01,2017,7,Q3,West,Data,1077,159.01,0.043,14766.29,163899.48
2017-08-01,2017,8,Q3,North,Cloud,963,167.08,0.0536,11731.93,152279.2
2017-08-01,2017,8,Q3,North,AI,916,193.99,0.0585,16518.43,167308.89
2017-08-01,2017,8,Q3,North,Security,1028,151.07,0.0412,14273.9,148900.03
2017-08-01,2017,8,Q3,North,Data,928,159.26,0.0456,10737.72,141053.26
2017-08-01,2017,8,Q3,South,Cloud,854,169.28,0.0429,15616.49,138369.75
2017-08-01,2017,8,Q3,South,AI,660,193.2,0.0513,12030.4,120973.68
2017-08-01,2017,8,Q3,South,Security,902,144.86,0.0466,12708.38,124578.32
2017-08-01,2017,8,Q3,South,Data,810,152.54,0.0433,13645.55,118215.54
2017-08-01,2017,8,Q3,East,Cloud,862,169.17,0.0386,15099.32,140197.82
2017-08-01,2017,8,Q3,East,AI,717,188.79,0.0384,12880.61,130158.11
2017-08-01,2017,8,Q3,East,Security,1044,147.27,0.0541,17480.81,145429.01
2017-08-01,2017,8,Q3,East,Data,913,152.39,0.045,15495.67,132868.24
2017-08-01,2017,8,Q3,West,Cloud,1066,172.94,0.0373,17090.11,177480.09
2017-08-01,2017,8,Q3,West,AI,853,195.87,0.0492,14864.92,158853.76
2017-08-01,2017,8,Q3,West,Security,1038,151.98,0.0347,15219.62,152278.35
2017-08-01,2017,8,Q3,West,Data,873,159.68,0.0351,10073.05,134508.63
2017-09-01,2017,9,Q3,North,Cloud,1061,169.54,0.0583,13226.1,169407.44
2017-09-01,2017,9,Q3,North,AI,906,187.65,0.0584,13727.68,160076.98
2017-09-01,2017,9,Q3,North,Security,975,147.63,0.0518,14417.87,136483.27
2017-09-01,2017,9,Q3,North,Data,955,156.58,0.0539,13199.16,141484.23
2017-09-01,2017,9,Q3,South,Cloud,871,165.95,0.0376,13660.79,139112.83
2017-09-01,2017,9,Q3,South,AI,764,192.16,0.0513,14053.02,139272.32
